table_schema,table_name,column_name,data_type
dbt-cchia,pro_experience_features_inference,rv_int_hellofresh_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_marshalls_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_old_navy_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_express_employment_professionals_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_tesla_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_securitas_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_us_navy_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_tj_maxx_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_white_castle_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_dairy_queen_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_longhorn_steakhouse_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_boston_market_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_lyft_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_del_taco_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_wawa_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_bluecrew_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_heb_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_checkers_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_qwick_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_compass_group_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_cheddars_scratch_kitchen_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_round_table_pizza_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_goodwill_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_sofi_stadium_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_pappadeaux_seafood_kitchen_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_sprouts_farmers_market_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_bath_and_body_works_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_generic_warehouse_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_albertsons_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_sweetgreen_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_bed_bath_and_beyond_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_ihss_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_carls_jr_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_quicktrip_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_foot_locker_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_jewel_osco_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_party_city_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_trader_joes_tenure,bigint
dbt-cchia,pro_experience_features_inference,rv_int_num_unique_current_exps,bigint
dbt-cchia,pro_experience_features_inference,rv_int_num_unique_past_exps,bigint
dbt-cchia,pro_experience_features_inference,rv_int_num_unique_staffing_agency_exps,bigint
dbt-cchia,pro_experience_features_inference,rv_int_num_unique_non_staffing_agency_exps,bigint
dbt-cchia,pro_experience_features_inference,rv_int_current_exp_months,bigint
dbt-cchia,pro_experience_features_inference,rv_int_past_exp_months,bigint
dbt-cchia,pro_experience_features_inference,rv_int_staffing_agency_exp,bigint
dbt-cchia,pro_experience_features_inference,rv_int_non_staffing_agency_exp,bigint
dbt-cchia,pro_hypertrack_features_inference,id_worker_id,integer
dbt-cchia,pro_hypertrack_features_inference,ts_ds,date
dbt-cchia,pro_hypertrack_features_inference,rv_int_cumulative_filled_shifts,bigint
dbt-cchia,pro_hypertrack_features_inference,rv_float_cumulative_avg_pro_tracking_rate,double precision
dbt-cchia,pro_hypertrack_features_inference,rv_float_cumulative_avg_pro_in_fence_rate,double precision
dbt-cchia,pro_position_rating_features_inference,id_worker_id,integer
dbt-cchia,pro_position_rating_features_inference,id_position_id,integer
dbt-cchia,pro_position_rating_features_inference,ts_ds,date
dbt-cchia,pro_position_rating_features_inference,mc_str_ai_coach_approval,character varying
dbt-cchia,pro_position_rating_features_inference,mc_str_resume_position_ai_rating,double precision
dbt-cchia,pro_position_rating_features_inference,b_ai_strong_yes_coach_approval,integer
dbt-cchia,pro_quality_ratings_features_inference,id_worker_id,integer
dbt-cchia,pro_quality_ratings_features_inference,ts_ds,date
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_attitude_ratings,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_attitude_ratings,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_trust_and_safety_ratings,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_trust_and_safety_ratings,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_total_positive_partner_captain_ratings,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_total_negative_partner_captain_ratings,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_total_blocks,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_barback,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_barback,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_barback,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_barback,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_barback,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_barback,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_barback,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_bartender,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_bartender,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_bartender,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_bartender,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_bartender,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_bartender,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_bartender,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_brand_ambassador,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_brand_ambassador,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_brand_ambassador,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_brand_ambassador,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_brand_ambassador,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_brand_ambassador,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_brand_ambassador,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_busser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_busser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_busser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_busser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_busser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_busser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_busser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_concession__stand_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_concession__stand_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_concession__stand_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_concession__stand_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_concession__stand_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_concession__stand_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_concession__stand_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_counter_staff__cashier,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_counter_staff__cashier,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_counter_staff__cashier,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_counter_staff__cashier,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_counter_staff__cashier,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_counter_staff__cashier,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_counter_staff__cashier,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_custodial,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_custodial,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_custodial,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_custodial,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_custodial,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_custodial,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_custodial,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_dishwasher,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_dishwasher,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_dishwasher,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_dishwasher,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_dishwasher,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_dishwasher,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_dishwasher,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_event_setup_and_takedown,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_event_setup_and_takedown,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_event_setup_and_takedown,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_event_setup_and_takedown,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_event_setup_and_takedown,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_event_setup_and_takedown,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_event_setup_and_takedown,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_food_service_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_food_service_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_food_service_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_food_service_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_food_service_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_food_service_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_food_service_worker,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_forklift_driver,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_forklift_driver,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_forklift_driver,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_forklift_driver,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_forklift_driver,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_forklift_driver,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_forklift_driver,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_general_labor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_general_labor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_general_labor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_general_labor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_general_labor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_general_labor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_general_labor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_housekeeper,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_housekeeper,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_housekeeper,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_housekeeper,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_housekeeper,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_housekeeper,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_housekeeper,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_housekeeping_assistant,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_housekeeping_assistant,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_housekeeping_assistant,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_housekeeping_assistant,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_housekeeping_assistant,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_housekeeping_assistant,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_housekeeping_assistant,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_line_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_line_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_line_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_line_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_line_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_line_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_line_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_merchandiser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_merchandiser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_merchandiser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_merchandiser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_merchandiser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_merchandiser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_merchandiser,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_onsite_captain,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_onsite_captain,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_onsite_captain,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_onsite_captain,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_onsite_captain,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_onsite_captain,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_onsite_captain,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_prep_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_prep_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_prep_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_prep_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_prep_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_prep_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_prep_cook,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_runner,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_runner,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_runner,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_runner,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_runner,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_runner,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_runner,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_supervisor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_supervisor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_supervisor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_supervisor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_supervisor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_supervisor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_supervisor,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_vip_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_vip_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_vip_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_vip_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_vip_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_vip_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_vip_event_server,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_warehouse_admin,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_warehouse_admin,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_warehouse_admin,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_warehouse_admin,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_warehouse_admin,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_warehouse_admin,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_warehouse_admin,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_warehouse_associate_entry_level,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_warehouse_associate_entry_level,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_warehouse_associate_entry_level,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_warehouse_associate_entry_level,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_warehouse_associate_entry_level,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_warehouse_associate_entry_level,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_warehouse_associate_entry_level,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_skill_cat_ratings_warehouse_associate_intermediate,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_skill_cat_ratings_warehouse_associate_intermediate,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_pos_attire_cat_ratings_warehouse_associate_intermediate,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_neg_attire_cat_ratings_warehouse_associate_intermediate,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_positive_partner_captain_ratings_warehouse_associate_intermediate,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_negative_partner_captain_ratings_warehouse_associate_intermediate,bigint
dbt-cchia,pro_quality_ratings_features_inference,rv_int_n_blocked_shifts_warehouse_associate_intermediate,bigint
dbt-cchia,pro_quiz_features_inference,id_worker_id,integer
dbt-cchia,pro_quiz_features_inference,ts_ds,date
dbt-cchia,pro_quiz_features_inference,rv_int_num_quiz_attempted,bigint
dbt-cchia,pro_quiz_features_inference,rv_int_num_quiz_passed,bigint
dbt-cchia,pro_quiz_features_inference,rv_int_total_correct_answers,double precision
dbt-cchia,pro_quiz_features_inference,rv_int_total_questions_attempted,double precision
dbt-cchia,pro_quiz_features_inference,rv_int_quiz_attempt_days,bigint
dbt-cchia,pro_quiz_features_inference,rv_int_quiz_attempts_l30d,bigint
dbt-cchia,pro_quiz_features_inference,rv_int_quiz_attempts_l90d,bigint
dbt-cchia,pro_quiz_features_inference,rv_int_num_unique_quiz_configs,bigint
dbt-cchia,pro_quiz_features_inference,rv_float_avg_pass_quiz_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_int_offshift_num_quiz_attempted,bigint
dbt-cchia,pro_quiz_features_inference,rv_int_offshift_num_quiz_passed,bigint
dbt-cchia,pro_quiz_features_inference,rv_float_offshift_avg_quiz_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_int_offshift_total_correct_answers,double precision
dbt-cchia,pro_quiz_features_inference,rv_int_offshift_total_questions_attempted,double precision
dbt-cchia,pro_quiz_features_inference,rv_float_offshift_avg_quiz_accuracy,double precision
dbt-cchia,pro_quiz_features_inference,rv_float_avg_quiz_accuracy,double precision
dbt-cchia,pro_quiz_features_inference,rv_float_avg_quiz_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_float_min_quiz_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_float_max_quiz_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_float_quiz_score_stddev,double precision
dbt-cchia,pro_quiz_features_inference,rv_float_quiz_pass_rate,double precision
dbt-cchia,pro_quiz_features_inference,rv_float_barback_overview_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_float_cocktail_tools_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_float_coffee_drinks_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_float_dish_prep_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_float_food_safety_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_float_glassware_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_float_housekeeper_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_float_serving_technique_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_float_line_cook_quiz_score,numeric
dbt-cchia,pro_quiz_features_inference,rv_float_quiz_barback_overview_score,numeric
dbt-cchia,pro_quiz_features_inference,ts_earliest_quiz_attempt,timestamp without time zone
dbt-cchia,pro_quiz_features_inference,ts_latest_quiz_attempt,timestamp without time zone
dbt-cchia,pro_quiz_features_inference,rv_int_num_days_from_earliest_attempt,bigint
dbt-cchia,pro_quiz_features_inference,rv_int_num_days_from_latest_attempt,bigint
dbt-cchia,pro_quiz_features_inference,rv_int_days_since_first_quiz,bigint
dbt-cchia,pro_quiz_features_inference,rv_int_days_since_last_quiz,bigint
dbt-cchia,pro_quiz_features_inference,b_has_taken_quiz,integer
dbt-cchia,pro_quiz_features_inference,b_has_passed_quiz,integer
dbt-cchia,pro_quiz_features_inference,b_high_quiz_performer,integer
dbt-cchia,pro_quiz_features_inference,b_consistent_quiz_performer,integer
dbt-cchia,pro_quiz_features_inference,b_recent_quiz_activity,integer
dbt-cchia,pro_referral_features_inference,id_worker_id,integer
dbt-cchia,pro_referral_features_inference,ts_ds,date
dbt-cchia,pro_referral_features_inference,rv_int_num_references,bigint
dbt-cchia,pro_referral_features_inference,rv_float_avg_reference_completeness,numeric
dbt-cchia,pro_referral_features_inference,rv_int_num_complete_references,bigint
dbt-cchia,pro_referral_features_inference,rv_int_num_high_quality_references,bigint
dbt-cchia,pro_referral_features_inference,rv_int_num_references_with_email,bigint
dbt-cchia,pro_referral_features_inference,rv_int_num_references_with_phone,bigint
dbt-cchia,pro_referral_features_inference,ts_earliest_reference_date,timestamp without time zone
dbt-cchia,pro_referral_features_inference,ts_latest_reference_date,timestamp without time zone
dbt-cchia,pro_referral_features_inference,rv_int_days_since_first_reference,bigint
